,Country Name,Country Code_x,Indicator Name,Region,Income_Group,Sexo_o_clase,Edad,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,id,lon,lat
644,Vanuatu,VUT,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Países de ingreso mediano bajo,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,VUT,167.6874,-16.22936
645,Vanuatu,VUT,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,VUT,167.6874,-16.22936
646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WLF,-177.3438,-13.88511
647,Samoa,WSM,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Países de ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,WSM,-172.1652,-13.75321
648,Samoa,WSM,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Países de ingreso mediano bajo,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,WSM,-172.1652,-13.75321
649,Samoa,WSM,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,WSM,-172.1652,-13.75321
650,"Yemen, Rep. del",YEM,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África (excluido altos ingresos),Países de ingreso bajo,Hombre y Mujer,7 a 14 años,,,,,,,18.3,,,,16.1,,,,,,,,,,,YEM,47.58606,15.90908
651,"Yemen, Rep. del",YEM,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África (excluido altos ingresos),Países de ingreso bajo,Hombre,7 a 14 años,,,,,,,20.7,,,,17.1,,,,,,,,,,,YEM,47.58606,15.90908
652,"Yemen, Rep. del",YEM,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África (excluido altos ingresos),Países de ingreso bajo,Mujer,7 a 14 años,,,,,,,15.9,,,,15.0,,,,,,,,,,,YEM,47.58606,15.90908
653,Sudáfrica,ZAF,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,ZAF,25.08281,-29.00006
654,Sudáfrica,ZAF,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Ingreso mediano alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,ZAF,25.08281,-29.00006
655,Sudáfrica,ZAF,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Ingreso mediano alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,ZAF,25.08281,-29.00006
656,Zambia,ZMB,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,,,47.86269,,,34.4,,,,,,,,,,,,,ZMB,27.77372,-13.45858
657,Zambia,ZMB,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Hombre,7 a 14 años,,,,,,48.9289,,,35.4,,,,,,,,,,,,,ZMB,27.77372,-13.45858
658,Zambia,ZMB,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,7 a 14 años,,,,,,46.76866,,,33.3,,,,,,,,,,,,,ZMB,27.77372,-13.45858
659,Zimbabwe,ZWE,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,ZWE,29.85049,-19.00436
660,Zimbabwe,ZWE,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,ZWE,29.85049,-19.00436
661,Zimbabwe,ZWE,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,ZWE,29.85049,-19.00436
